SUBWAY_ID,STATN_ID,STATN_NM,SUBWAY_LINE,SUBWAY_NEAR
1067,1067080120,상봉,,
1067,1067080121,망우,,
1067,1067080122,신내,,
1067,1067080123,갈매,경춘선,"신내,별내"
1067,1067080124,별내,경춘선,"갈매,퇴계원"
1067,1067080125,퇴계원,경춘선,"별내,사릉"
1067,1067080126,사릉,경춘선,"퇴계원,금곡"
1067,1067080127,금곡,경춘선,"사릉,평내호평"
1067,1067080128,평내호평,경춘선,"금곡,천마산"
1067,1067080129,천마산,경춘선,"평내호평,마석"
1067,1067080130,마석,경춘선,"천마산,대성리"
1067,1067080131,대성리,경춘선,"마석,청평"
1067,1067080132,청평,경춘선,"대성리,상천"
1067,1067080133,상천,경춘선,"청평,가평"
1067,1067080134,가평,경춘선,"상천,굴봉산"
1067,1067080135,굴봉산,경춘선,"가평,백양리"
1067,1067080136,백양리,경춘선,"굴봉산,강촌"
1067,1067080137,강촌,경춘선,"백양리,김유정"
1067,1067080138,김유정,경춘선,"강촌,남춘천"
1067,1067080139,남춘천,경춘선,"김유정,춘천"
1067,1067080140,춘천,경춘선,남춘천
1075,1075075209,청량리,,
1075,1075075210,왕십리,,
1075,1075075211,서울숲,수인분당선,"왕십리,압구정로데오"
1075,1075075212,압구정로데오,수인분당선,"서울숲,강남구청"
1075,1075075213,강남구청,,
1075,1075075214,선정릉,,
1075,1075075215,선릉,,
1075,1075075216,한티,수인분당선,"선릉,도곡"
1075,1075075217,도곡,,
1075,1075075218,구룡,수인분당선,"도곡,개포동"
1075,1075075219,개포동,수인분당선,"구룡,대모산"
1075,1075075220,대모산,수인분당선,"개포동,수서"
1075,1075075221,수서,,
1075,1075075222,복정,,
1075,1075075223,가천대,수인분당선,"복정,태평"
1075,1075075224,태평,수인분당선,"가천대,모란"
1075,1075075225,모란,,
1075,1075075226,야탑,수인분당선,"모란,이매"
1075,1075075227,이매,수인분당선,"야탑,서현"
1075,1075075228,서현,수인분당선,"이매,수내"
1075,1075075229,수내,수인분당선,"서현,정자"
1075,1075075230,정자,"수인분당선,신분당","수내,미금,판교"
1075,1075075231,미금,"수인분당선,신분당","정자,오리,동천"
1075,1075075232,오리,수인분당선,"미금,죽전"
1075,1075075233,죽전,수인분당선,"오리,보정"
1075,1075075234,보정,수인분당선,"죽전,구성"
1075,1075075235,구성,수인분당선,"보정,신갈"
1075,1075075236,신갈,수인분당선,"구성,기흥"
1075,1075075237,기흥,수인분당선,"신갈,상갈"
1075,1075075238,상갈,수인분당선,"기흥,청명"
1075,1075075239,청명,수인분당선,"상갈,영통"
1075,1075075240,영통,수인분당선,"청명,망포"
1075,1075075241,망포,수인분당선,"영통,매탄권선"
1075,1075075242,매탄권선,수인분당선,"망포,수원시청"
1075,1075075243,수원시청,수인분당선,"매탄권선,매교"
1075,1075075244,매교,수인분당선,"수원시청,수원"
1075,1075075245,수원,,
1075,1075075246,고색,수인분당선,"수원,오목천"
1075,1075075247,오목천,수인분당선,"고색,어천"
1075,1075075248,어천,수인분당선,"오목천,야목"
1075,1075075249,야목,수인분당선,"어천,사리"
1075,1075075250,사리,수인분당선,"야목,한대앞"
1075,1075075251,한대앞,,
1075,1075075252,중앙,,
1075,1075075253,고잔,,
1075,1075075254,초지,,
1075,1075075255,안산,,
1075,1075075256,신길온천,,
1075,1075075257,정왕,,
1075,1075075258,오이도,,
1075,1075075259,달월,수인분당선,"오이도,월곶"
1075,1075075260,월곶,수인분당선,"달월,소래포구"
1075,1075075261,소래포구,수인분당선,"월곶,인천논현"
1075,1075075262,인천논현,수인분당선,"소래포구,호구포"
1075,1075075263,호구포,수인분당선,"인천논현,남동인더스파크"
1075,1075075264,남동인더스파크,수인분당선,"호구포,원인재"
1075,1075075265,원인재,수인분당선,"남동인더스파크,연수"
1075,1075075266,연수,수인분당선,"원인재,송도"
1075,1075075267,송도,수인분당선,"연수,인하대"
1075,1075075268,인하대,수인분당선,"송도,숭의"
1075,1075075269,숭의,수인분당선,"인하대,신포"
1075,1075075270,신포,수인분당선,"숭의,인천"
1075,1075075271,인천,,
1077,1077000684,신사,,
1077,1077000685,논현,,
1077,1077000686,신논현,,
1077,1077000687,강남,,
1077,1077000688,양재,,
1077,1077000689,양재시민의숲,신분당,"양재,청계산입구"
1077,1077006810,청계산입구,신분당,"양재시민의숲,판교"
1077,1077006811,판교,신분당,"청계산입구,정자"
1077,1077006812,정자,,
1077,1077006813,미금,,
1077,1077006814,동천,신분당,"미금,수지구청"
1077,1077006815,수지구청,신분당,"동천,성복"
1077,1077006816,성복,신분당,"수지구청,상현"
1077,1077006817,상현,신분당,"성복,광교중앙"
1077,1077006818,광교중앙,신분당,"상현,광교"
1077,1077006819,광교,신분당,광교중앙
1092,1092004701,북산한우이,우이신설경전철,솔밭공원
1092,1092004702,솔밭공원,우이신설경전철,"북산한우이,4.19 민주묘지"
1092,1092004703,4.19 민주묘지,우이신설경전철,"솔밭공원,가오리"
1092,1092004704,가오리,우이신설경전철,"4.19 민주묘지,화계"
1092,1092004705,화계,우이신설경전철,"가오리,삼양"
1092,1092004706,삼양,우이신설경전철,"화계,삼양사거리"
1092,1092004707,삼양사거리,우이신설경전철,"삼양,솔샘"
1092,1092004708,솔샘,우이신설경전철,"삼양사거리,북한산보국문"
1092,1092004709,북한산보국문,우이신설경전철,"솔샘,정릉"
1092,1092004710,정릉,우이신설경전철,"북한산보국문,성신여대입구"
1092,1092004711,성신여대입구,,
1092,1092004712,보문,,
1092,1092004713,신설동,,
